date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:50:11	133738/133738	---M--	200	added ('OK')	image/png	etag:%2286dc7188888790f71615917f86e1ac1e%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtEkV9mnFXFpnZsPw7_%2F-LtEr4Qb_DhoQRizPW8F%2F%e8%a8%bb%e8%a7%a3%202019-11-09%20190852.png?alt=media&token=dea461b4-bb81-410d-af76-4828b31f2642	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtEkV9mnFXFpnZsPw7_/-LtEr4Qb_DhoQRizPW8F/%E8%A8%BB%E8%A7%A3%202019-11-09%201908528e43.png	(from https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/gang-gan)
22:50:14	135079/135079	---M--	200	added ('OK')	image/png	etag:%22e750a8a23d4e0975e9aee1f2862ac382%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtEkV9mnFXFpnZsPw7_%2F-LtEqzL6YpGZp2xX6Od5%2F%e8%a8%bb%e8%a7%a3%202019-11-09%20191001.png?alt=media&token=f87c783a-e97d-41b9-aaa6-f97963033350	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtEkV9mnFXFpnZsPw7_/-LtEqzL6YpGZp2xX6Od5/%E8%A8%BB%E8%A7%A3%202019-11-09%201910010db6.png	(from https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/gang-gan)
22:50:15	19158/19158	---MCZ	200	added ('OK')	image/jpeg	etag:W/%224a0a83285018a8000b32984ad4bc8430%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtEvMqwvN27OD3E78x5%2F-LtEyEbuxewW6kpqpEuy%2Ffinancial-freedom.jpg?alt=media&token=e723fd54-2534-4efa-8d0a-df08c1c503be	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtEvMqwvN27OD3E78x5/-LtEyEbuxewW6kpqpEuy/financial-freedom7680.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/quan-zhi-cao-zuo)
22:50:15	44015/44015	---MCZ	200	added ('OK')	image/jpeg	etag:W/%228c62043227427f4a70ce96b7d1935cfb%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtEuYcFovASyagDt8sO%2F-LtEunaw3X9ibxuz2bkx%2FBlackjack.jpg?alt=media&token=8aad4431-0812-4d1d-ba9b-3a2c33a82068	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtEuYcFovASyagDt8sO/-LtEunaw3X9ibxuz2bkx/Blackjackae82.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.2-risk-management/untitled-1)
22:50:17	48667/48667	---MCZ	200	added ('OK')	image/jpeg	etag:W/%224d3bb10b2a1bafd25376cbd47dba1e0a%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF23DEEABZq_TwMQxb%2F-LtF2TBTawutlhCp9xI3%2Fprediction.jpg?alt=media&token=54ac2953-131a-4e1c-8a6a-8da819ea9c79	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF23DEEABZq_TwMQxb/-LtF2TBTawutlhCp9xI3/prediction61b4.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/untitled)
22:50:17	102811/102811	---MCZ	200	added ('OK')	image/png	etag:W/%2229b19b8272401ab228bbc58f210f9f96%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF2i4Q-hZp_I7PirQN%2F-LtF2uKWaUNv1q3eqCq2%2Freality-theory.png?alt=media&token=14fada86-3b8b-4a6e-a983-2cbc82b06e77	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF2i4Q-hZp_I7PirQN/-LtF2uKWaUNv1q3eqCq2/reality-theoryac78.png	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/untitled-1)
22:50:18	33297/33297	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22db14424f042c2ba22e112cf99e0ac001%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF2i4Q-hZp_I7PirQN%2F-LtF4aIWSxQ4Ooq7OU_z%2Ftautology%20a.jpg?alt=media&token=5cad54fe-169b-4176-aaaa-543d978e88df	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtF2i4Q-hZp_I7PirQN/-LtF4aIWSxQ4Ooq7OU_z/tautology%20a19c8.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/untitled-2)
22:50:19	63296/63296	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22af74f9cf9ff439af070cc72c18ba857e%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF2i4Q-hZp_I7PirQN%2F-LtF4-3aWZwI22YES6Ut%2Ftautology.jpg?alt=media&token=60a12204-69df-48ba-9f35-bae70138ad7f	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtF2i4Q-hZp_I7PirQN/-LtF4-3aWZwI22YES6Ut/tautology3754.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/untitled-2)
22:50:20	60070/60070	---M--	200	added ('OK')	image/jpeg	etag:%22399a8801cc02b97cb15ac5860de2b643%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF672ldJ46khfcX75q%2F-LtF6oIFH1qS2RB_lSVt%2Fsurfing.jpg?alt=media&token=a8ea9f05-bce7-4d88-8349-8d168b76a464	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF672ldJ46khfcX75q/-LtF6oIFH1qS2RB_lSVt/surfinga6cd.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/shun-shi-cao-zuo-zhe)
22:50:21	15692/15692	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22e815c940044fcec30d7da1846978c734%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF672ldJ46khfcX75q%2F-LtF7VTj0lNHqS59AmiN%2Ftrade_system.jpg?alt=media&token=e00bea8b-ac03-491c-8517-ffc9c7570303	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF672ldJ46khfcX75q/-LtF7VTj0lNHqS59AmiN/trade_system7db5.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/jiao-yi-xi-tong)
22:50:22	55927/55927	---M--	200	added ('OK')	image/jpeg	etag:%22d2b3bac24f3026d440b5bec9ebfe95a0%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF672ldJ46khfcX75q%2F-LtF6WJIzs0Vhq_yGJaw%2F66o9000408r74sprrrro.jpg?alt=media&token=dab9ba63-2290-406f-bf33-71af9214b6bb	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF672ldJ46khfcX75q/-LtF6WJIzs0Vhq_yGJaw/66o9000408r74sprrrro05ab.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:22	10128/10128	---M--	200	added ('OK')	image/png	etag:%223a750aacdefe1e582b72ba75172d69ed%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF8AZ2jSSpw8nOibCj%2F-LtF9ydXnexNYt76UkL8%2F1.png?alt=media&token=d6b65143-342a-4934-bb3f-5b7238287f8b	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF8AZ2jSSpw8nOibCj/-LtF9ydXnexNYt76UkL8/119e7.png	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:24	10652/10652	---MCZ	200	added ('OK')	image/png	etag:W/%220cbe93422942ac9197b8e581dc18cce4%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF8AZ2jSSpw8nOibCj%2F-LtFA1F_NzMZtqT7mqXZ%2F2.png?alt=media&token=8917a64c-b2da-4456-bd85-f8e7db5127bc	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF8AZ2jSSpw8nOibCj/-LtFA1F_NzMZtqT7mqXZ/2efd9.png	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:24	9987/9987	---M--	200	added ('OK')	image/png	etag:%22ab11584ac22b93fe560a933f56f65f78%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF8AZ2jSSpw8nOibCj%2F-LtFA3pFF1GHc4E6TeA4%2F3.png?alt=media&token=934dee84-f409-41eb-9056-81fc6289f15d	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF8AZ2jSSpw8nOibCj/-LtFA3pFF1GHc4E6TeA4/373af.png	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:26	10345/10345	---MCZ	200	added ('OK')	image/png	etag:W/%2239484e20ab7614104e3a56095f47ab2b%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF8AZ2jSSpw8nOibCj%2F-LtFA6TrzgrMdD8CXCvj%2F4.png?alt=media&token=0842dd42-cc03-49a0-aa9d-c9305af4d33d	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF8AZ2jSSpw8nOibCj/-LtFA6TrzgrMdD8CXCvj/49201.png	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:27	12956/12956	---MCZ	200	added ('OK')	image/png	etag:W/%22166c263edaec771e900dea5dbb1ead26%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF8AZ2jSSpw8nOibCj%2F-LtFA8rctISHpGc63xAA%2F5.png?alt=media&token=23426ddc-e4b3-4397-8581-bd2076981131	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF8AZ2jSSpw8nOibCj/-LtFA8rctISHpGc63xAA/55a5e.png	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:28	13151/13151	---MCZ	200	added ('OK')	image/png	etag:W/%227c5395871569a97e6eb20247d405aa35%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF8AZ2jSSpw8nOibCj%2F-LtFABjgvkRT3P6aBpq3%2F6.png?alt=media&token=7193b3bb-b5fe-4b1f-a6ca-6368789f10b8	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF8AZ2jSSpw8nOibCj/-LtFABjgvkRT3P6aBpq3/69c90.png	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:28	13443/13443	---M--	200	added ('OK')	image/png	etag:%222079b13e1e82c4509c4f69d32d6176ca%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF8AZ2jSSpw8nOibCj%2F-LtFAEwDkqjPtssQoo1r%2F7.png?alt=media&token=432d5bd7-338f-466a-9a6e-3933752473cc	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF8AZ2jSSpw8nOibCj/-LtFAEwDkqjPtssQoo1r/77b4f.png	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:30	11875/11875	---MCZ	200	added ('OK')	image/png	etag:W/%2229a66dbf4eb837bfd22b9fc63c9a5950%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF8AZ2jSSpw8nOibCj%2F-LtFAHfTzBT9uLode_LS%2F8.png?alt=media&token=4c62986a-5715-4a9d-b86e-9424a733c057	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF8AZ2jSSpw8nOibCj/-LtFAHfTzBT9uLode_LS/8e404.png	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:30	10729/10729	---M--	200	added ('OK')	image/png	etag:%220c5246c414b660abffb5f53a751866b2%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtF8AZ2jSSpw8nOibCj%2F-LtFAKjdj91PsMiaUPro%2F9.PNG?alt=media&token=0281d114-e7a5-486f-9251-5398361911e9	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtF8AZ2jSSpw8nOibCj/-LtFAKjdj91PsMiaUPro/91c73.PNG	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:31	13238/13238	---M--	200	added ('OK')	image/png	etag:%221500cc2b70b2d8be335fe078c37d6a9b%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFARuUz43mY0VPpPbG%2F-LtFApP_IYbwYOxnNADF%2Funnamed.png?alt=media&token=cf5e7f4a-3028-4823-993e-eac33c78db8f	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtFARuUz43mY0VPpPbG/-LtFApP_IYbwYOxnNADF/unnamed5447.png	(from https://maikefeng.gitbook.io/invest-guide/ch.3-tech-analysis/yi-tiao-bian-fa)
22:50:33	76597/76597	---M--	200	added ('OK')	image/jpeg	etag:%22bc1bde3acf8e61783fc0ae958a51e44c%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFBuN9fl6DGjsGD8ct%2F-LtFDAHNRrwQxS6hTHbx%2Fstockittoya.jpg?alt=media&token=081ae49d-191c-48f1-9b2c-fd79a5ce4094	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtFBuN9fl6DGjsGD8ct/-LtFDAHNRrwQxS6hTHbx/stockittoya1f1d.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/you-hu-de-ben-zhi)
22:50:33	27036/27036	---M--	200	added ('OK')	image/png	etag:%227c1be64b9f67c71789c7ad2f2fb684e8%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFBuN9fl6DGjsGD8ct%2F-LtFDYz_KKLnImUPi6ZE%2Freturn%20style.png?alt=media&token=1e176fa9-67f6-4530-b178-42fc7c7b6a24	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtFBuN9fl6DGjsGD8ct/-LtFDYz_KKLnImUPi6ZE/return%20style72bb.png	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/you-hu-de-ben-zhi)
22:50:34	34814/34814	---M--	200	added ('OK')	image/png	etag:%2294e06659a52f74f1bca74e9c7383dcb8%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFBuN9fl6DGjsGD8ct%2F-LtFDucOIO5qfDYR4Mcl%2Fcapital%20gain.png?alt=media&token=e723b6ba-d54e-4e51-8f10-bf70cd02d3e6	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtFBuN9fl6DGjsGD8ct/-LtFDucOIO5qfDYR4Mcl/capital%20gaind237.png	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/you-hu-de-ben-zhi)
22:50:36	34374/34374	---MCZ	200	added ('OK')	image/png	etag:W/%223c65b9fe9296e70416e9f7d64fccb3b1%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFBuN9fl6DGjsGD8ct%2F-LtFE62ssGiNd9474irn%2FROE.png?alt=media&token=a08d7e29-7a7e-4578-b4fe-ba4eb5dad766	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtFBuN9fl6DGjsGD8ct/-LtFE62ssGiNd9474irn/ROEf68b.png	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/you-hu-de-ben-zhi)
22:50:38	284/284	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Feb%202020%2014:50:38%20GMT	http://home.business.utah.edu/finmll/fin787/papers/famafrench1992.pdf	/home/shihyu/websites/2020/home.business.utah.edu/finmll/fin787/papers/famafrench1992.4f.delayed	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/jia-zhi-tou-zi-yan-pi-gu-you-duo-hao)
22:50:38	18753/18753	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2234fe56ba093c37d8b08a240f58568712%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFEAxPzOezIYTi0ijr%2F-LtFE_GYmb1RXZE8jaWg%2Fno_smoking.jpg?alt=media&token=e77b1569-2d13-473b-9066-0e72f4416867	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtFEAxPzOezIYTi0ijr/-LtFE_GYmb1RXZE8jaWg/no_smokingf850.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/jia-zhi-tou-zi-yan-pi-gu-you-duo-hao)
22:50:40	27381/27381	---MCZ	200	added ('OK')	image/png	etag:W/%220a97cdef6b2ba0122ba0d513fd324fe9%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFEAxPzOezIYTi0ijr%2F-LtFEv8XYjQnDtnFNYDC%2FSMB%26HML.PNG?alt=media&token=96d05275-e56f-4844-8a1a-a96df26e2e31	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtFEAxPzOezIYTi0ijr/-LtFEv8XYjQnDtnFNYDC/SMB&HML5655.png	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/jia-zhi-tou-zi-yan-pi-gu-you-duo-hao)
22:50:41	3032/3032	---MCZ	200	added ('OK')	image/png	etag:W/%22372eefb2698ab840023a354273bae6e1%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFEAxPzOezIYTi0ijr%2F-LtFF2d4QaoidP2ozqp4%2F3FF%201993-2005.PNG?alt=media&token=27f72e08-98be-4eee-b333-e485104e0a7f	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtFEAxPzOezIYTi0ijr/-LtFF2d4QaoidP2ozqp4/3FF%201993-20052a9e.png	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/jia-zhi-tou-zi-yan-pi-gu-you-duo-hao)
22:50:42	14118/14118	---MCZ	200	added ('OK')	image/jpeg	etag:W/%228ea9a952071f3b8ab7e513446ecb63d2%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFFqKAJ6Jj0L93Fekt%2F-LtFG2_pDM3CCyq38c5Z%2Fdiamond%20%26%20cigar.jpg?alt=media&token=d81c7eab-c98c-4e03-8835-5e853fb7e43b	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtFFqKAJ6Jj0L93Fekt/-LtFG2_pDM3CCyq38c5Z/diamond%20&%20cigar40e8.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/untitled)
22:50:44	27798/27798	---MCZ	200	added ('OK')	image/png	etag:W/%225e4531eaae8a051328bab59fbe52c01e%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFFqKAJ6Jj0L93Fekt%2F-LtFGDWEyEP-YfPsh097%2FPB%20MSCI.png?alt=media&token=7ec04018-e10a-43b0-a597-632cbddf3329	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtFFqKAJ6Jj0L93Fekt/-LtFGDWEyEP-YfPsh097/PB%20MSCI6aa4.png	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/untitled)
22:50:45	388/388	---M--	302	error ('Found')	text/html	date:Sat,%2022%20Feb%202020%2014:50:45%20GMT	https://umdrive.memphis.edu/ywu/www/business/Investment%20Theory/4%20The%20Efficient%20Markets%20Hypothesis/Over-reaction%20and%20Momentum/FF_valuevsgrowth_intern_JOF98.pdf	/home/shihyu/websites/2020/umdrive.memphis.edu/ywu/www/business/Investment%20Theory/4%20The%20Efficient%20Markets%20Hypothesis/Over-reaction%20and%20Momentum/FF_valuevsgrowth_intern_JOF98.54.delayed	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/untitled)
22:50:47	62250/62250	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Feb%202020%2014:50:47%20GMT	https://www.memphis.edu/umtech/solutions/umdrivetransfer.phpywu/www/business/Investment%20Theory/4%20The%20Efficient%20Markets%20Hypothesis/Over-reaction%20and%20Momentum/FF_valuevsgrowth_intern_JOF98.pdf	/home/shihyu/websites/2020/www.memphis.edu/umtech/solutions/umdrivetransfer.phpywu/www/business/Investment%20Theory/4%20The%20Efficient%20Markets%20Hypothesis/Over-reaction%20and%20Momentum/FF_valuevsgrowth_intern_JOF98.55.delayed	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/untitled)
22:50:48	34068/34068	---MCZ	200	added ('OK')	image/png	etag:W/%22f4c4e84ae87cf74f9de1cf489e09357c%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFFqKAJ6Jj0L93Fekt%2F-LtFGTKpaygJ__QAo_sB%2FPB%20global.png?alt=media&token=d7ba7601-784c-42eb-b495-873582b2b48f	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtFFqKAJ6Jj0L93Fekt/-LtFGTKpaygJ__QAo_sB/PB%20global4bc4.png	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/untitled)
22:50:48	54170/54170	---MCZ	200	added ('OK')	image/png	etag:W/%22f507e795e80e6d63a7e33d9213d3b555%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFFqKAJ6Jj0L93Fekt%2F-LtFGa_L_v7Vhm-alPnx%2FHML%20TW.png?alt=media&token=72740371-0e83-48e0-9de4-cc08b9584945	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtFFqKAJ6Jj0L93Fekt/-LtFGa_L_v7Vhm-alPnx/HML%20TWd01b.png	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/untitled)
22:50:50	42387/42387	---MCZ	200	added ('OK')	image/png	etag:W/%22345130b2ee797a432bf3dcf2ac85f3ad%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFFqKAJ6Jj0L93Fekt%2F-LtFH3ft4Xn7EBmPssXv%2FHML%20TW-2.png?alt=media&token=594066c8-7e45-4e1f-937f-9a4a97055f76	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtFFqKAJ6Jj0L93Fekt/-LtFH3ft4Xn7EBmPssXv/HML%20TW-26b3c.png	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/untitled)
22:50:51	9460/9460	---MCZ	200	added ('OK')	image/jpeg	etag:W/%227e5b17c257698c96caad50d3cc081c3c%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFFqKAJ6Jj0L93Fekt%2F-LtFIVEItywDJ7Ynegts%2Fbullet.jpg?alt=media&token=4cc46ad1-7d54-416a-8e6c-dff45ca86a66	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtFFqKAJ6Jj0L93Fekt/-LtFIVEItywDJ7Ynegts/bulletff80.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/hui-ce-za-tan)
22:50:52	19913/19913	---M--	200	added ('OK')	image/jpeg	etag:%228552220fb996d60119c9fd98a5c6de24%22	https://blobs.gitbook.com/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFL7W9r27iK02rzsMM%2F-LtFLBhmSkeoNKx6ss31%2Fstock-picks-for-chicks.jpg?alt=media&token=aa6f35e6-ae6c-4a3c-90d5-ddab043e3c6c	/home/shihyu/websites/2020/blobs.gitbook.com/assets/-LtET6TDCVmUjH1zesyw/-LtFL7W9r27iK02rzsMM/-LtFLBhmSkeoNKx6ss31/stock-picks-for-chicksccf1.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/bai-chi-ji-ben-mian-xuan-gu-fa)
22:50:53	19716/19716	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22494ae2a825b5575dfda1dcb94c339429%22	https://blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets%2F-LtET6TDCVmUjH1zesyw%2F-LtFNmhWWZXLUqv8L1hz%2F-LtFNtVzFIZkK5a45t6n%2Fsmart171.jpg?alt=media&token=6f00280d-9fb0-471e-adea-a73f2af6c825	/home/shihyu/websites/2020/blobscdn.gitbook.com/v0/b/gitbook-28427.appspot.com/o/assets/-LtET6TDCVmUjH1zesyw/-LtFNmhWWZXLUqv8L1hz/-LtFNtVzFIZkK5a45t6n/smart171d95e.jpg	(from https://maikefeng.gitbook.io/invest-guide/ch.4-quantitative-value/jin-jie-mai-ke-feng-xuan-gu-fa)
